cust_id,status,category,payment_method,E Mail,respond_to_discount,total_spent,total_discount_received,no_of_transactions,days_till_last_interaction,years_of_stay,age_binned_Children,age_binned_Younger_Age,age_binned_Middle_Age,age_binned_Old_age,Gender_F,Gender_M,Region_Midwest,Region_Northeast,Region_South,Region_West,cluster
80017,complete,Mobiles & Tablets,easypay_voucher,ollie.humphries@hotmail.com,1,4635.24,843.96,4,368,10,0,0,0,1,0,1,0,1,0,0,1
80018,complete,Mobiles & Tablets,easypay_voucher,nathanael.maris@bp.com,1,4635.24,843.96,4,368,9,0,0,1,0,0,1,1,0,0,0,1
80020,complete,Mobiles & Tablets,Easypay_MA,elidia.baynes@gmail.com,1,10459.52,2959.68,4,368,12,0,0,1,0,1,0,0,0,1,0,3
80024,complete,Mobiles & Tablets,easypay_voucher,martina.hanneman@hotmail.com,1,4635.24,843.96,4,368,15,0,0,1,0,1,0,0,1,0,0,1
80025,complete,Mobiles & Tablets,easypay_voucher,vaughn.dryer@exxonmobil.com,1,4635.24,843.96,4,368,13,0,1,0,0,0,1,1,0,0,0,1
80028,complete,Mobiles & Tablets,Easypay,rusty.harrington@gmail.com,1,23880.123,3713.277,20,158,21,0,0,1,0,0,1,1,0,0,0,0
80030,complete,Mobiles & Tablets,easypay_voucher,gwyneth.santillanes@gmail.com,1,4635.24,843.96,4,368,6,0,0,0,1,1,0,0,0,1,0,1
80031,complete,Mobiles & Tablets,easypay_voucher,jimmie.bos@cox.net,1,4635.24,843.96,4,368,14,0,1,0,0,0,1,0,1,0,0,1
80032,complete,Mobiles & Tablets,Easypay_MA,frederic.su@gmail.com,1,3647.12,849.68,2,286,16,0,0,1,0,0,1,0,0,1,0,1
80035,complete,Mobiles & Tablets,Easypay,teddy.fasching@bp.com,1,11832.55,2344.85,15,301,19,0,0,1,0,0,1,1,0,0,0,3
80036,complete,Appliances,Easypay,carlene.stenberg@shaw.ca,1,6809.6,600,4,93,36,0,0,1,0,1,0,0,0,1,0,1
80039,complete,Mobiles & Tablets,easypay_voucher,man.lind@gmail.com,1,4635.24,843.96,4,368,19,0,0,1,0,0,1,0,0,1,0,1
80042,complete,Mobiles & Tablets,Easypay,joette.behan@gmail.com,1,5666.8,1400,2,368,9,0,1,0,0,1,0,0,0,0,1,1
80045,complete,Women's Fashion,cod,porfirio.kyser@gmail.com,1,2831.525,754.775,15,355,15,0,0,1,0,0,1,0,1,0,0,1
80046,complete,Mobiles & Tablets,Easypay_MA,maryland.aubry@yahoo.com,1,1151.01,127.89,1,368,30,0,1,0,0,1,0,1,0,0,0,1
80047,complete,Mobiles & Tablets,easypay_voucher,edmund.jump@gmail.com,1,4635.24,843.96,4,368,10,0,1,0,0,0,1,1,0,0,0,1
80049,complete,Mobiles & Tablets,Easypay_MA,lino.bainter@gmail.com,1,8420.4,2538,4,368,11,0,1,0,0,0,1,0,1,0,0,3
80050,complete,Mobiles & Tablets,easypay_voucher,shala.dorsey@gmail.com,1,28568.078,4499.022,18,208,6,0,1,0,0,1,0,0,1,0,0,0
80052,complete,Mobiles & Tablets,Easypay,hollis.jaffe@aol.com,1,5344.38,593.82,3,368,7,0,1,0,0,0,1,0,0,0,1,1
80053,complete,Appliances,easypay_voucher,dudley.caruso@yahoo.com,1,6320.22,981.28,19,350,9,0,1,0,0,0,1,1,0,0,0,1
80054,complete,Kids & Baby,Easypay,burt.kilkenny@gmail.com,1,188.8,47.2,4,368,6,0,0,1,0,0,1,0,0,1,0,1
80056,complete,Mobiles & Tablets,easypay_voucher,emmie.clatterbuck@gmail.com,1,4635.24,843.96,4,368,8,0,0,0,1,1,0,0,0,0,1,1
80057,complete,Appliances,easypay_voucher,shanel.willman@aol.com,1,19229,5000,12,201,7,0,0,1,0,1,0,1,0,0,0,3
80058,complete,Mobiles & Tablets,Easypay_MA,bernarda.mcmasters@charter.net,1,3237.12,759.68,2,368,8,0,0,1,0,1,0,1,0,0,0,1
80060,complete,Mobiles & Tablets,easypay_voucher,jesus.santee@gmail.com,1,1660.98,337.42,1,368,7,0,0,1,0,0,1,0,0,0,1,1
80063,complete,Mobiles & Tablets,easypay_voucher,lucienne.hoggard@hotmail.com,1,7023.62,1399.68,5,301,4,0,1,0,0,1,0,0,1,0,0,1
80065,complete,Mobiles & Tablets,easypay_voucher,micheal.godsey@ibm.com,1,42518.9,6700,6,366,4,0,0,1,0,0,1,0,0,0,1,0
80066,complete,Mobiles & Tablets,easypay_voucher,doyle.varner@yahoo.com,1,4635.24,843.96,4,368,6,0,0,1,0,0,1,0,1,0,0,1
80067,complete,Mobiles & Tablets,Easypay,adele.gann@cox.net,1,10935.955,2706.345,8,367,14,0,0,0,1,1,0,0,0,0,1,3
80069,complete,Mobiles & Tablets,easypay_voucher,rocco.hagy@gmail.com,1,42618.9,6600,6,366,4,0,0,0,1,0,1,0,0,0,1,0
80070,complete,Mobiles & Tablets,easypay_voucher,carlota.valdivia@btinternet.com,1,1894.39,378.61,5,356,23,0,0,1,0,1,0,0,0,0,1,1
80071,complete,Mobiles & Tablets,easypay_voucher,gertrude.steffes@aol.com,1,16290.86,2414.44,8,282,7,0,1,0,0,1,0,0,1,0,0,3
80073,complete,Mobiles & Tablets,easypay_voucher,shane.giffin@aol.com,1,4641.1,1050.3,2,368,5,0,0,1,0,1,0,0,0,1,0,1
80075,complete,Appliances,Easypay,shandra.eddy@yahoo.com,1,1513.521,355.679,4,368,20,0,1,0,0,1,0,1,0,0,0,1
80076,complete,Mobiles & Tablets,easypay_voucher,lisandra.ambler@cox.net,1,4635.24,843.96,4,368,19,0,0,1,0,1,0,1,0,0,0,1
80077,complete,Mobiles & Tablets,Easypay_MA,rod.mcdougle@outlook.com,1,3147.12,849.68,1,368,24,0,1,0,0,0,1,0,0,0,1,1
80078,complete,Mobiles & Tablets,easypay_voucher,billie.henshaw@hotmail.com,1,24531.3,3750,3,368,10,0,0,0,1,1,0,0,1,0,0,0
80080,complete,Mobiles & Tablets,easypay_voucher,donovan.johns@yahoo.com,1,39795.26,5028.24,8,267,7,0,0,1,0,0,1,0,1,0,0,0
80083,complete,Mobiles & Tablets,easypay_voucher,jewel.geraci@gmail.com,1,4635.24,843.96,4,368,26,0,0,1,0,0,1,0,0,1,0,1
80084,complete,Mobiles & Tablets,easypay_voucher,alane.ollie@gmail.com,1,24531.3,3750,3,368,19,0,0,1,0,1,0,0,0,1,0,0
80089,complete,Mobiles & Tablets,easypay_voucher,nicolasa.lafountain@sbcglobal.net,1,4635.24,843.96,4,368,19,0,0,1,0,1,0,0,0,0,1,1
80090,complete,Mobiles & Tablets,easypay_voucher,myron.benn@aol.com,1,24531.3,3750,3,368,23,0,0,1,0,0,1,0,0,1,0,0
80092,complete,Mobiles & Tablets,easypay_voucher,lakeesha.beckley@gmail.com,1,24531.3,3750,3,368,29,0,0,0,1,1,0,0,0,1,0,0
80094,complete,Mobiles & Tablets,easypay_voucher,eustolia.cofield@gmail.com,1,4635.24,843.96,4,368,8,0,0,1,0,1,0,0,0,1,0,1
80095,complete,Mobiles & Tablets,easypay_voucher,stanford.kleckner@msn.com,1,24531.3,3750,3,368,9,0,0,1,0,0,1,0,0,1,0,0
80098,complete,Mobiles & Tablets,easypay_voucher,johnny.darden@sbcglobal.net,1,24531.3,3750,3,368,4,0,0,1,0,0,1,0,0,0,1,0
80099,complete,Mobiles & Tablets,easypay_voucher,augusta.marko@gmail.com,1,4635.24,843.96,4,368,9,0,0,1,0,1,0,0,0,1,0,1
80100,complete,Mobiles & Tablets,easypay_voucher,dominga.monico@cox.net,1,4635.24,843.96,4,368,22,0,0,1,0,1,0,0,0,1,0,1
80104,complete,Mobiles & Tablets,easypay_voucher,shelby.klinger@outlook.com,1,4635.24,843.96,4,368,37,0,1,0,0,0,1,0,0,1,0,1
80106,complete,Appliances,easypay_voucher,karie.bass@gmail.com,1,708.09994,198.50006,15,367,14,0,0,1,0,1,0,1,0,0,0,1
80107,complete,Mobiles & Tablets,easypay_voucher,dorian.partida@gmail.com,1,12812.34,2093.96,5,368,8,0,0,0,1,0,1,1,0,0,0,3
80113,complete,Mobiles & Tablets,easypay_voucher,edison.warner@yahoo.com,1,4635.24,843.96,4,368,6,0,0,0,1,0,1,0,1,0,0,1
80115,complete,Mobiles & Tablets,easypay_voucher,tina.barrier@gmail.com,1,4635.24,843.96,4,368,26,0,0,1,0,1,0,1,0,0,0,1
80122,complete,Mobiles & Tablets,easypay_voucher,timmy.swarey@hotmail.com,1,4635.24,843.96,4,368,14,0,0,1,0,0,1,0,0,1,0,1
80124,complete,Mobiles & Tablets,easypay_voucher,raelene.paden@hotmail.co.uk,1,4635.24,843.96,4,368,17,0,0,1,0,1,0,0,0,1,0,1
80126,complete,Entertainment,Easypay,marcella.braden@gmail.com,1,1632,600,2,368,10,0,0,0,1,1,0,0,0,0,1,1
80127,complete,Mobiles & Tablets,easypay_voucher,delfina.braga@yahoo.com,1,6005.04,843.96,5,368,6,0,1,0,0,1,0,0,0,0,1,1
80129,complete,Mobiles & Tablets,Easypay,lyndsey.judge@yahoo.co.in,1,16142.56,6178.64,13,198,5,0,0,1,0,1,0,0,1,0,0,3
80131,complete,Mobiles & Tablets,easypay_voucher,major.basquez@charter.net,1,1708.48,289.92,1,368,9,0,1,0,0,0,1,0,0,1,0,1
80132,complete,Mobiles & Tablets,easypay_voucher,gita.conroy@charter.net,1,4635.24,843.96,4,368,10,0,0,0,1,1,0,0,0,1,0,1
80133,complete,Appliances,Easypay,azzie.joyal@sbcglobal.net,1,2194.35,611.65,2,368,10,0,0,1,0,1,0,0,0,0,1,1
80134,complete,Mobiles & Tablets,easypay_voucher,leonel.northrop@gmail.com,1,11487.7,1700,6,367,27,0,0,1,0,0,1,0,0,0,1,3
80139,complete,Computing,Easypay_MA,carmina.sontag@apple.com,1,820.46,168.94,2,340,16,0,0,0,1,1,0,0,1,0,0,1
80144,complete,Appliances,Easypay,lance.giardina@ibm.com,1,236.67,29.23,3,368,36,0,0,1,0,0,1,0,1,0,0,1
80146,complete,Mobiles & Tablets,easypay_voucher,luci.scarbrough@gmail.com,1,55932.191,7099.409,32,203,4,0,0,1,0,1,0,1,0,0,0,4
80148,complete,Mobiles & Tablets,easypay_voucher,basil.yeager@microsoft.com,1,4635.24,843.96,4,368,16,0,0,1,0,0,1,0,1,0,0,1
80154,complete,Mobiles & Tablets,easypay_voucher,valerie.hedges@gmail.com,1,4635.24,843.96,4,368,18,0,0,0,1,1,0,0,1,0,0,1
80157,complete,Mobiles & Tablets,easypay_voucher,cassy.nees@gmail.com,1,4635.24,843.96,4,368,9,0,0,0,1,1,0,0,0,0,1,1
80159,complete,Entertainment,Easypay,malvina.roman@aol.com,1,4739.2,740,2,368,8,0,0,1,0,1,0,0,0,1,0,1
80160,complete,Mobiles & Tablets,easypay_voucher,joan.senters@aol.com,1,34545.088,5998.412,15,203,17,0,0,1,0,1,0,0,0,1,0,0
80162,complete,Mobiles & Tablets,Easypay,isiah.cortez@hotmail.com,1,8134.12,2824.28,4,368,41,0,0,1,0,0,1,0,0,1,0,3
80163,complete,Mobiles & Tablets,Easypay_MA,avery.etchison@msn.com,1,1097.82,271.98,1,368,7,0,1,0,0,0,1,0,1,0,0,1
80165,complete,Mobiles & Tablets,easypay_voucher,norris.hedden@hotmail.com,1,4635.24,843.96,4,368,9,0,0,1,0,0,1,1,0,0,0,1
80166,complete,Mobiles & Tablets,easypay_voucher,vella.carlin@gmail.com,1,1787.5,400,1,368,4,0,0,0,1,1,0,0,0,0,1,1
80167,complete,Home & Living,Easypay,shawn.carlos@yahoo.com,1,6730.22755,323.17545,9,340,4,0,0,0,1,0,1,1,0,0,0,1
80173,complete,Men's Fashion,Easypay,jamey.rawlinson@exxonmobil.com,1,110.88,27.72,2,368,23,0,0,1,0,1,0,0,0,0,1,1
80174,complete,Mobiles & Tablets,easypay_voucher,rodrick.armes@apple.com,1,22876.53,3482.97,6,368,16,0,0,1,0,0,1,0,0,1,0,0
80175,complete,Mobiles & Tablets,Easypay,dominic.feuerstein@gmail.com,1,7712.24,3246.16,4,368,13,0,0,1,0,0,1,0,0,0,1,3
80178,complete,Computing,Easypay_MA,melania.hoge@earthlink.net,1,145.8,16.2,1,368,17,0,0,1,0,1,0,0,0,1,0,1
80179,complete,Appliances,easypay_voucher,jimmie.true@gmail.com,1,12711,2290,6,365,5,0,1,0,0,0,1,1,0,0,0,3
80180,complete,Mobiles & Tablets,easypay_voucher,del.kitt@hotmail.com,1,4635.24,843.96,4,368,6,0,0,1,0,0,1,0,0,1,0,1
80181,complete,Mobiles & Tablets,easypay_voucher,leeann.gatlin@gmail.com,1,23686.358,4917.342,16,203,11,0,0,1,0,1,0,1,0,0,0,0
80190,complete,Mobiles & Tablets,easypay_voucher,jere.rogue@microsoft.com,1,4635.24,843.96,4,368,10,0,0,1,0,0,1,0,0,1,0,1
80192,complete,Mobiles & Tablets,Easypay_MA,cedrick.macklin@hotmail.com,1,8420.4,2538,4,368,15,0,0,0,1,0,1,1,0,0,0,3
80193,complete,Mobiles & Tablets,easypay_voucher,micheline.delamora@shell.com,1,7099.464,1622.136,8,201,5,0,1,0,0,1,0,1,0,0,0,1
80196,complete,Mobiles & Tablets,easypay_voucher,melba.noonkester@hotmail.com,1,6468.799,1050.301,8,202,22,0,0,1,0,1,0,0,0,1,0,1
80197,complete,Mobiles & Tablets,easypay_voucher,mitzi.gagliardi@bp.com,1,4635.24,843.96,4,368,23,0,1,0,0,1,0,0,0,1,0,1
80198,complete,Appliances,Easypay_MA,bernice.macmillan@yahoo.com,1,5035.64,1040.16,5,367,12,0,1,0,0,1,0,0,1,0,0,1
80201,complete,Mobiles & Tablets,easypay_voucher,rachel.howard@shaw.ca,1,6552.26,947.94,3,367,10,0,0,1,0,1,0,0,0,0,1,1
80202,complete,Appliances,Easypay,cameron.bohner@gmail.com,1,1241.88,275.92,5,367,17,0,1,0,0,1,0,0,0,1,0,1
80204,complete,Men's Fashion,Easypay_MA,sammie.pilon@btinternet.com,1,314.55,34.95,7,367,8,0,0,1,0,0,1,1,0,0,0,1
80210,complete,Mobiles & Tablets,easypay_voucher,jacob.isakson@hotmail.com,1,20058.536,4071.364,16,203,33,0,0,0,1,0,1,0,0,0,1,3
80214,complete,Mobiles & Tablets,Easypay,kraig.heyer@yahoo.com,1,5995.12,2223.68,3,367,4,0,0,0,1,0,1,0,0,1,0,1
80215,complete,Mobiles & Tablets,Easypay,josef.rew@gmail.com,1,15308.688,3732.912,12,274,6,0,0,0,1,0,1,1,0,0,0,3
80217,complete,Mobiles & Tablets,easypay_voucher,maegan.gochenour@gmail.com,1,32407.542,5822.158,14,203,24,0,0,1,0,1,0,0,0,1,0,0
80218,complete,Mobiles & Tablets,easypay_voucher,kevin.hiott@hotmail.com,1,4635.24,843.96,4,368,4,0,0,1,0,0,1,1,0,0,0,1
80220,complete,Women's Fashion,Easypay,gaylord.stecker@hotmail.com,1,996.545,211.155,15,367,4,0,0,0,1,0,1,1,0,0,0,1
80221,complete,Appliances,Easypay_MA,kittie.highland@yahoo.com,1,1224.36,233.24,4,341,27,0,0,1,0,1,0,0,0,1,0,1
80222,complete,Mobiles & Tablets,easypay_voucher,jonas.welcome@hotmail.co.uk,1,28560.05,4423.15,5,271,22,0,0,1,0,0,1,0,1,0,0,0
80223,complete,Mobiles & Tablets,easypay_voucher,weldon.stainbrook@bellsouth.net,1,4635.24,843.96,4,368,8,0,0,0,1,0,1,0,0,1,0,1
80225,complete,Mobiles & Tablets,easypay_voucher,joycelyn.twiggs@gmail.com,1,34691.928,5828.172,20,203,21,0,0,0,1,1,0,0,0,1,0,0
80226,complete,Mobiles & Tablets,Easypay,rosana.schroer@bellsouth.net,1,8791.84,3198.56,3,368,27,0,0,1,0,1,0,0,1,0,0,3
80229,complete,Mobiles & Tablets,easypay_voucher,tempie.fordham@shaw.ca,1,4635.24,843.96,4,368,7,0,0,1,0,1,0,1,0,0,0,1
80235,complete,Mobiles & Tablets,easypay_voucher,zulma.daw@gmail.com,1,16354.2,2500,2,368,22,0,0,1,0,1,0,0,0,1,0,3
80236,complete,Mobiles & Tablets,easypay_voucher,kathline.beaman@gmail.com,1,4635.24,843.96,4,368,5,0,0,0,1,1,0,0,0,0,1,1
80238,complete,Mobiles & Tablets,easypay_voucher,valda.keith@cox.net,1,16354.2,2500,2,368,23,0,0,0,1,1,0,0,0,1,0,3
80239,complete,Mobiles & Tablets,easypay_voucher,brock.almanzar@gmail.com,1,25141.05,3880.25,5,194,12,0,1,0,0,0,1,0,0,0,1,0
80240,complete,Mobiles & Tablets,easypay_voucher,rod.meadors@yahoo.co.in,1,4635.24,843.96,4,368,31,0,0,1,0,0,1,0,0,1,0,1
80241,complete,Mobiles & Tablets,easypay_voucher,charlott.roder@gmail.com,1,16454.2,2400,2,368,4,0,0,1,0,1,0,0,0,1,0,3
80242,complete,Mobiles & Tablets,Easypay,sheldon.mayer@walmart.com,1,6056.565,1432.935,4,367,24,0,0,1,0,0,1,0,0,1,0,1
80244,complete,Mobiles & Tablets,easypay_voucher,ricki.guel@gmail.com,1,4885.24,843.96,5,246,5,0,0,0,1,1,0,1,0,0,0,1
80245,complete,Mobiles & Tablets,easypay_voucher,nichole.carrara@yahoo.com,1,24531.3,3750,3,368,11,0,0,1,0,1,0,1,0,0,0,0
80247,complete,Mobiles & Tablets,easypay_voucher,jackson.becnel@yahoo.ca,1,4635.24,843.96,6,203,9,0,0,0,1,0,1,0,0,1,0,1
80250,complete,Entertainment,Easypay,kyong.mcgowen@charter.net,1,1505,320,4,367,5,0,0,1,0,1,0,0,1,0,0,1
80251,complete,Mobiles & Tablets,easypay_voucher,ema.wunderlich@gmail.com,1,24531.3,3750,4,368,4,0,0,1,0,1,0,0,0,1,0,0
80252,complete,Entertainment,Easypay,alphonse.moylan@yahoo.com,1,900,300,1,368,9,0,0,0,1,0,1,0,0,0,1,1
80253,complete,Appliances,easypay_voucher,allen.lobb@yahoo.com,1,8208.4,2000,4,367,24,0,0,0,1,0,1,0,0,0,1,3
80254,complete,Appliances,Easypay,jeannine.carone@gmail.com,1,2810.8,787.8,5,362,11,0,1,0,0,1,0,1,0,0,0,1
80256,complete,Mobiles & Tablets,easypay_voucher,erna.hinnant@hotmail.com,1,4635.24,843.96,4,368,22,0,1,0,0,1,0,0,0,1,0,1
80261,complete,Mobiles & Tablets,easypay_voucher,florance.degraff@yahoo.com,1,24531.3,3750,3,367,14,0,0,0,1,1,0,0,1,0,0,0
80262,complete,Appliances,easypay_voucher,shaunda.laurence@comcast.net,1,8208.4,2000,4,367,28,0,0,0,1,1,0,0,0,1,0,3
80263,complete,Mobiles & Tablets,easypay_voucher,lajuana.reasoner@aol.com,1,4635.24,843.96,4,367,8,0,0,1,0,1,0,0,0,1,0,1
80268,complete,Mobiles & Tablets,easypay_voucher,hal.akbar@shell.com,1,4635.24,843.96,4,367,7,0,0,1,0,0,1,0,0,1,0,1
80271,complete,Appliances,easypay_voucher,paulita.soles@hotmail.com,1,8208.4,2000,4,367,21,0,1,0,0,1,0,0,1,0,0,3
80272,complete,Mobiles & Tablets,easypay_voucher,jonah.budd@aol.com,1,4635.24,843.96,4,367,20,0,0,1,0,0,1,0,0,1,0,1
80275,complete,Mobiles & Tablets,easypay_voucher,columbus.groover@gmail.com,1,6081.3,950,1,367,14,0,0,1,0,0,1,1,0,0,0,1
80279,complete,Mobiles & Tablets,Easypay,gayle.jaffe@gmail.com,1,2028.66,710.94,1,367,11,0,0,1,0,0,1,0,0,0,1,1
80280,complete,Mobiles & Tablets,easypay_voucher,reda.mckissack@aol.com,1,2317.62,421.98,3,367,9,0,0,1,0,1,0,1,0,0,0,1
80281,complete,Mobiles & Tablets,easypay_voucher,thurman.rizzuto@gmail.com,1,4635.24,843.96,4,367,30,0,0,1,0,0,1,0,0,1,0,1
80282,complete,Mobiles & Tablets,easypay_voucher,lyle.heer@exxonmobil.com,1,4635.24,843.96,4,367,17,0,0,0,1,0,1,0,0,1,0,1
80288,complete,Mobiles & Tablets,easypay_voucher,thaddeus.oakes@yahoo.com,1,4635.24,843.96,4,367,8,0,0,1,0,0,1,0,0,0,1,1
80290,complete,Mobiles & Tablets,easypay_voucher,olin.kendig@bellsouth.net,1,2345.7,500,1,367,15,0,0,1,0,0,1,1,0,0,0,1
80293,complete,Mobiles & Tablets,Easypay,austin.trogdon@gmail.com,1,8114.64,2843.76,4,367,19,0,0,1,0,0,1,0,0,1,0,3
80294,complete,Appliances,easypay_voucher,louis.husband@gmail.com,1,56.905,12.995,1,367,27,0,0,1,0,0,1,1,0,0,0,1
80295,complete,Mobiles & Tablets,easypay_voucher,fredrick.veilleux@gmail.com,1,4635.24,843.96,4,367,6,0,1,0,0,0,1,0,0,1,0,1
80297,complete,Mobiles & Tablets,Easypay,brenna.vidrio@shell.com,1,8705.68,3494.52,7,348,33,0,0,1,0,1,0,1,0,0,0,3
80298,complete,Entertainment,easypay_voucher,hannelore.corrales@yahoo.com,1,6642.4,1149.6,4,367,9,0,0,1,0,1,0,1,0,0,0,1
80299,complete,Entertainment,Easypay_MA,lincoln.louie@gmail.com,1,8137.89,2332.31,5,367,8,0,0,1,0,0,1,0,0,1,0,3
80300,complete,Mobiles & Tablets,Easypay,dara.veasley@gmail.com,1,1748.4,250,1,367,7,0,1,0,0,1,0,0,0,1,0,1
80303,complete,Mobiles & Tablets,easypay_voucher,hugo.ikeda@yahoo.com,1,8177.1,1250,1,367,16,0,0,1,0,0,1,1,0,0,0,3
80304,complete,Appliances,Easypay,madaline.fleet@yahoo.com,1,4888.9,1100,2,367,9,0,0,0,1,1,0,0,0,0,1,1
80306,complete,Entertainment,easypay_voucher,stanley.lamay@aol.com,1,6642.4,1149.6,4,367,7,0,0,1,0,0,1,0,0,0,1,1
80311,complete,Mobiles & Tablets,easypay_voucher,avril.corcoran@aol.com,1,11498.3,1824.8,4,367,32,0,0,1,0,1,0,0,1,0,0,3
80313,complete,Health & Sports,Easypay_MA,renda.tighe@sbcglobal.net,1,143.64,15.96,3,367,12,0,1,0,0,1,0,0,1,0,0,1
80314,complete,Entertainment,easypay_voucher,clorinda.van@gmail.com,1,6645.63,1389.77,4,367,28,0,0,1,0,1,0,0,1,0,0,1
80315,complete,Appliances,Easypay,bradley.suhr@hotmail.com,1,947,240,1,367,9,0,1,0,0,0,1,1,0,0,0,1
80318,complete,Entertainment,easypay_voucher,frederic.bolin@hotmail.com,1,9854.518,1517.282,14,103,5,0,1,0,0,0,1,1,0,0,0,3
80319,complete,Mobiles & Tablets,Easypay_MA,paul.klem@btinternet.com,1,25861.08,1087.92,21,367,18,0,0,0,1,0,1,0,0,1,0,0
80321,complete,Mobiles & Tablets,easypay_voucher,corey.hannan@hotmail.com,1,4635.24,843.96,4,367,18,0,1,0,0,0,1,0,0,1,0,1
80323,complete,Mobiles & Tablets,easypay_voucher,rocky.deakins@hotmail.com,1,4635.24,843.96,4,367,9,0,0,0,1,0,1,0,0,0,1,1
80324,complete,Mobiles & Tablets,easypay_voucher,sherril.walmsley@cox.net,1,4635.24,843.96,4,367,5,0,0,1,0,1,0,0,1,0,0,1
80326,complete,Entertainment,easypay_voucher,betsey.gordillo@bp.com,1,6642.4,1149.6,4,367,5,0,0,1,0,1,0,0,0,1,0,1
80328,complete,Mobiles & Tablets,easypay_voucher,emely.baxley@gmail.com,1,4635.24,843.96,4,367,9,0,0,1,0,1,0,0,0,1,0,1
80329,complete,Mobiles & Tablets,easypay_voucher,coy.spradling@shell.com,1,4635.24,843.96,4,367,7,0,0,1,0,0,1,1,0,0,0,1
80330,complete,Mobiles & Tablets,Easypay,bobbie.wurth@gmail.com,1,1787.5,400,1,367,30,0,0,1,0,1,0,0,0,1,0,1
80331,complete,Entertainment,easypay_voucher,cathy.cerrone@bellsouth.net,1,13744.934,1925.266,11,103,7,0,0,1,0,1,0,0,0,0,1,3
80333,complete,Mobiles & Tablets,easypay_voucher,evon.mastrangelo@aol.com,1,4635.24,843.96,4,367,6,0,1,0,0,1,0,1,0,0,0,1
80334,complete,Mobiles & Tablets,easypay_voucher,monte.avey@btinternet.com,1,4635.24,843.96,4,367,17,0,0,1,0,0,1,0,0,0,1,1
80336,complete,Mobiles & Tablets,easypay_voucher,brenton.janelle@gmail.com,1,4635.24,843.96,4,367,6,0,0,1,0,0,1,1,0,0,0,1
80337,complete,Mobiles & Tablets,easypay_voucher,eugene.skiles@ibm.com,1,4635.24,843.96,4,367,25,0,0,1,0,0,1,1,0,0,0,1
80338,complete,Entertainment,easypay_voucher,coreen.desmond@hotmail.co.uk,1,7301.4,1282.2,4,367,12,0,1,0,0,1,0,0,0,0,1,1
80340,complete,Mobiles & Tablets,easypay_voucher,vernon.moorer@gmail.com,1,4635.24,843.96,4,367,4,0,1,0,0,0,1,0,0,1,0,1
80341,complete,Mobiles & Tablets,easypay_voucher,tawanna.casperson@bp.com,1,4635.24,843.96,4,367,31,0,0,1,0,1,0,0,0,1,0,1
80342,complete,Entertainment,easypay_voucher,christen.fly@ibm.com,1,6954.84,1263.96,5,367,24,0,0,1,0,1,0,0,1,0,0,1
80343,complete,Mobiles & Tablets,easypay_voucher,erin.lacour@microsoft.com,1,3369.46,627.34,2,367,6,0,0,0,1,0,1,0,0,1,0,1
80344,complete,Mobiles & Tablets,easypay_voucher,cristin.maxwell@yahoo.co.uk,1,8925.74,1363.96,5,260,7,0,0,1,0,1,0,1,0,0,0,3
80346,complete,Mobiles & Tablets,easypay_voucher,dannie.linder@msn.com,1,4635.24,843.96,4,367,5,0,1,0,0,0,1,0,0,0,1,1
80347,complete,Mobiles & Tablets,easypay_voucher,arnulfo.godbout@charter.net,1,4635.24,843.96,4,367,6,0,0,1,0,0,1,1,0,0,0,1
80351,complete,Mobiles & Tablets,easypay_voucher,emil.tarantino@shell.com,1,4635.24,843.96,4,367,16,0,0,1,0,0,1,0,1,0,0,1
80355,complete,Mobiles & Tablets,easypay_voucher,jenise.ang@aol.com,1,6954.84,1263.96,5,367,7,0,0,0,1,1,0,1,0,0,0,1
80356,complete,Mobiles & Tablets,easypay_voucher,theda.lair@gmail.com,1,4635.24,843.96,4,367,4,0,0,0,1,1,0,1,0,0,0,1
80357,complete,Mobiles & Tablets,easypay_voucher,crissy.gowans@gmail.com,1,4635.24,843.96,4,367,33,0,0,1,0,1,0,0,0,1,0,1
80359,complete,Mobiles & Tablets,easypay_voucher,joel.koh@gmail.com,1,4635.24,843.96,4,367,31,0,1,0,0,0,1,0,1,0,0,1
80360,complete,Appliances,easypay_voucher,claud.rogowski@hotmail.com,1,5138.36,1030.44,4,367,20,0,0,1,0,0,1,0,0,1,0,1
80361,complete,Mobiles & Tablets,easypay_voucher,manuel.kalman@apple.com,1,4635.24,843.96,4,367,24,0,1,0,0,0,1,0,0,1,0,1
80363,complete,Mobiles & Tablets,easypay_voucher,gabriella.zorn@yahoo.com,1,4635.24,843.96,4,367,4,0,0,0,1,1,0,1,0,0,0,1
80365,complete,Mobiles & Tablets,easypay_voucher,chadwick.outen@yahoo.com,1,4635.24,843.96,4,367,12,0,0,1,0,0,1,0,0,1,0,1
80366,complete,Entertainment,easypay_voucher,minnie.belton@aol.com,1,9537.7,420,9,203,14,0,0,0,1,1,0,1,0,0,0,3
80368,complete,Men's Fashion,Easypay,tommie.sherrill@aol.com,1,390.845,174.855,4,367,12,0,0,1,0,0,1,1,0,0,0,1
80369,complete,Mobiles & Tablets,easypay_voucher,regine.gwyn@msn.com,1,4250.71,1228.49,3,367,8,0,1,0,0,1,0,0,0,1,0,1
80370,complete,Mobiles & Tablets,easypay_voucher,inez.peed@gmail.com,1,6643.92,1349.68,4,367,8,0,0,0,1,1,0,0,0,1,0,1
